,Project_#,Project_Location
373,[170 -04] 39743,On S Princeton Ave From S Holland Rd To W 89th St
374,[170 -04] 39743,On S Marquette Ave From E 126th St To E 127th St
375,[170 -04] 39743,On S Green St From W 70th St To W 71st St
376,[170 -04] 39743,On S Lowe Ave From W 73rd St To W 74th St
377,[170 -04] 39743,On S Throop St From W Madison St To W Adams St
378,[170 -04] 39743,On S Ada St From W Taylor St To W Cabrini St
379,[170 -04] 39743,On S Albany Ave From W 51st St To W 53rd St
380,[170 -04] 39743,On S Albany Ave From W 79th St To W 80th St
381,[170 -04] 39743,On S Artesian Ave From W Gladys Ave To W Van Buren St
382,[170 -04] 39743,On S Burley Ave From E 133rd St To E 134th St
383,[170 -04] 39743,On S California Ave From W Harrison St To W Taylor St
384,[170 -04] 39743,On S Clyde Ave From E 92nd St To E 93rd St
385,[170 -04] 39743,On S Damen Ave From W 53rd St To W Garfield Blvd
386,[170 -04] 39743,On S Eberhart Ave From E 72nd St To E 74th St
387,[170 -04] 39743,On S Elizabeth St From W 47th St To W 48th St
388,[170 -04] 39743,On S Manistee Ave From E 126th St To S Escanaba Ave
389,[170 -04] 39743,On S Elizabeth St From W 84th St To W 85th St
390,[170 -04] 39743,On S Francisco Ave From W 54th St To W 55th St
391,[170 -04] 39743,On S Halsted St From W Root St To W 47th St
392,[170 -04] 39743,On S Harvard Ave From W 69th St To W 70th St
393,[170 -04] 39743,On S Hermitage Ave From W 81st St To W 85th St
394,[170 -04] 39743,On S Justine St From W 64th St To W 65th St
395,[170 -04] 39743,On S Karlov Ave From W 45th St To W 46th St
396,[170 -04] 39743,On S Kenneth Ave From W Lexington St To W Fifth Ave
397,[170 -04] 39743,On S Laflin St From W 64th St To W 65th St
398,[170 -04] 39743,On S Lituanica Ave From W 34th St To W 35th St
399,[170 -04] 39743,On S Loomis Blvd From W 79th St To W 80th St
400,[170 -04] 39743,On S Lowe Ave From W 45th St To W 46th St
401,[170 -04] 39743,On S Escanaba Ave From E 127th St To E 128th St
402,[170 -04] 39743,On S Troy St From W 45th St To W 47th St
403,[170 -04] 39743,On S Troy St From W 71st St To W 73rd St
404,[170 -04] 39743,On W Chase Ave From N California Ave To N Washtenaw Ave
405,[170 -04] 39743,On W Corcoran Pl From N Mayfield Ave To N Menard Ave
406,[170 -04] 39743,On W Crystal St From N Homan Ave To N Kedzie Ave
407,[170 -04] 39743,On W Drummond Pl From N Seminary Ave To N Racine Ave
408,[170 -04] 39743,On W Eddy St From N Lakewood Ave To N Racine Ave
409,[170 -04] 39743,On W Erie St From N Mayfield Ave To N Menard Ave
410,[170 -04] 39743,On W Fargo Ave From N Fairfield Ave To N Rockwell St
411,[170 -04] 39743,On W Flournoy St From S Laflin St To S Racine Ave
412,[170 -04] 39743,On W Francis Pl From N California Ave To N Point St
413,[170 -04] 39743,On W George St From N Ashland Ave To N Southport Ave
414,[170 -04] 39743,On W Gladys Ave From S Laramie Ave To S Lockwood Ave
415,[170 -04] 39743,On W Granville Ave From N Ravenswood Ave To N Paulina St
416,[170 -04] 39743,On W Greenleaf Ave From N Oakley Ave To N Bell Ave
417,[170 -04] 39743,On W Highland Ave From N Glenwood Ave To N Greenview Ave
418,[170 -04] 39743,On W Jarlath St From N Sacramento Ave To N Albany Ave
419,[170 -04] 39743,On W Jarvis Ave From N Sacramento Ave To N Albany Ave
420,[170 -04] 39743,On W Jerome St From N Washtenaw Ave To N Rockwell St
421,[170 -04] 39743,On W Lake St From N Dearborn St To N State St
422,[170 -04] 39743,On W Lake St From N Loomis St To N Ada St
423,[170 -04] 39743,On W Lawrence Ave From N Lavergne Ave To N Cicero Ave
424,[170 -04] 39743,On W Lill Ave From N Seminary Ave To N Sheffield Ave
425,[170 -04] 39743,On W Maypole Ave From N Pulaski Rd To N Hamlin Blvd
426,[170 -04] 39743,On W Mclean Ave From N Central Park Ave To N Lawndale Ave
427,[170 -04] 39743,On W Catalpa Ave From N Canfield Ave To N Ozanam Ave
428,[170 -04] 39743,On W Carroll Ave From N Kedzie Ave To N Albany Ave
429,[170 -04] 39743,On W Monroe St From S Central Ave To S Lotus Ave
430,[170 -04] 39743,On W Berwyn Ave From N Forest Glen Ave To N Cicero Ave
431,[170 -04] 39743,On W Bryn Mawr Ave From N Knox Ave To N Kilbourn Ave
432,[170 -04] 39743,On S Union Ave From W 73rd St To W 74th St
433,[170 -04] 39743,On S Vincennes Ave From S Halsted St To S Summit Ave
434,[170 -04] 39743,On S Wallace St From W 44th St To W 47th St
435,[170 -04] 39743,On S Washtenaw Ave From W 55th St To W 57th St
436,[170 -04] 39743,On S Wells St From W Madison St To W Monroe St
437,[170 -04] 39743,On S Winchester Ave From W 47th St To W 48th St
438,[170 -04] 39743,On W 18th St From S Wolcott Ave To S Paulina St
439,[170 -04] 39743,On W 38th St From S Homan Ave To S St Louis Ave
440,[170 -04] 39743,On W 38th St From S Kedzie Ave To S St Louis Ave
441,[170 -04] 39743,On W 40th St From S Kedzie Ave To S Sacramento Ave
442,[170 -04] 39743,On W 41st St From S Kedzie Ave To S Sacramento Ave
443,[170 -04] 39743,On S Wood St From W 73rd St To W 74th St
444,[170 -04] 39743,On W 51st St From S Peoria St To S Halsted St
445,[170 -04] 39743,On W 54th St From S Morgan St To S Peoria St
446,[170 -04] 39743,On W 61st Pl From S Pulaski Rd To S Springfield Ave
447,[170 -04] 39743,On W 71st Pl From S Ashland Ave To S Bishop St
448,[170 -04] 39743,On W Barry Ave From N Ashland Ave To N Paulina St
449,[170 -04] 39743,On W 73rd St From S Ashland Ave To S Bishop St
450,[170 -04] 39743,On W 82nd St From S Lawndale Ave To S Central Park Ave
451,[170 -04] 39743,On W 84th Pl From S Pulaski Rd To S Springfield Ave
452,[170 -04] 39743,On W 88th St From S Winchester Ave To S Ashland Ave
453,[170 -04] 39743,On W 95th St From S Morgan St To S Halsted St
454,[170 -04] 39743,On W Adams St From S St Louis Ave To S Homan Ave
455,[170 -04] 39743,On W 46th St From S Western Ave To S Rockwell St
456,[170 -04] 39743,On W Forest Preserve Ave From N Panama Ave To N Pacific Ave
457,[170 -04] 39743,On W Fargo Ave From N Sacramento Ave To N Albany Ave
458,[170 -04] 39743,On W Estes Ave From N Oakley Ave To N Bell Ave
459,[170 -04] 39743,On W Eddy St From N Wolcott Ave To N Damen Ave
460,[170 -04] 39743,On W Catalpa Ave From N Mobile Ave To N Melvina Ave
461,[170 -04] 39743,On W Division St From N Laramie Ave To N Cicero Ave
462,[170 -04] 39743,On W Cornelia Ave From N Lakewood Ave To N Seminary Ave
463,[170 -04] 39743,On W Chase Ave From N Sacramento Ave To N Albany Ave
464,[170 -04] 39743,On W Fulton St From N Leclaire Ave To N Leamington Ave
465,[170 -04] 39743,On W Eastwood Ave From N Western Ave To N Campbell Ave
466,[170 -04] 39743,On W George St From N Mildred Ave To N Sheffield Ave
467,[170 -04] 39743,On W Maypole Ave From N Wolcott Ave To N Ashland Ave
468,[170 -04] 39743,On W Granville Ave From N Western Ave To N Oakley Ave
469,[170 -04] 39743,On W Henderson St From N Greenview Ave To N Southport Ave
470,[170 -04] 39743,On W Jackson Blvd From S Homan Ave To S St Louis Ave
471,[170 -04] 39743,On W Jarvis Ave From N Fairfield Ave To N Rockwell St
472,[170 -04] 39743,On W Jerome St From N Sacramento Ave To N Albany Ave
473,[170 -04] 39743,On W Kinzie St From N Damen Ave To N Ashland Ave
474,[170 -04] 39743,On W Lake St From N Kilbourn Ave To N Kildare Ave
475,[170 -04] 39743,On W Lake St From N Wells St To N Franklin St
476,[170 -04] 39743,On W Lawrence Ave From N Ravenswood Ave To N Damen Ave
477,[170 -04] 39743,On W Madison St From N Damen Ave To N Ashland Ave
478,[170 -04] 39743,On W Carroll Ave From N Sacramento Blvd To N Francisco Ave
479,[170 -04] 39743,On W Grant Pl From N Geneva Ter To N Cleveland Ave
480,[170 -04] 39743,On W Carmen Ave From N California Ave To N Washtenaw Ave
481,[170 -04] 39743,On W 47th St From S Western Ave To S Rockwell St
482,[170 -04] 39743,On W Barry Ave From N Racine Ave To N Clifton Ave
483,[170 -04] 39743,On W Melrose St From N Greenview Ave To N Southport Ave
484,[170 -04] 39743,On S Union Ave From W 65th St To W Marquette Rd
485,[170 -04] 39743,On S Vernon Ave From E 73rd St To E 74th St
486,[170 -04] 39743,On S Wabash Ave From E 78th St To E 79th St
487,[170 -04] 39743,On S Washtenaw Ave From W 50th St To W 51st St
488,[170 -04] 39743,On S Wells St From W 43rd St To W 44th Pl
489,[170 -04] 39743,On S Whipple St From W 45th St To W 47th St
490,[170 -04] 39743,On S Wood St From S Archer Ave To W 33rd Pl
491,[170 -04] 39743,On W 16th St From S Avers Ave To S Millard Ave
492,[170 -04] 39743,On W 19th St From S Damen Ave To S Hoyne Ave
493,[170 -04] 39743,On W 38th St From S Kedzie Ave To S Albany Ave
494,[170 -04] 39743,On W Bryn Mawr Ave From N Canfield Ave To N Ozanam Ave
495,[170 -04] 39743,On W 39th Pl From S Kedzie Ave To S Sacramento Ave
496,[170 -04] 39743,On W 46th Pl From S Princeton Ave To S Wells St
497,[170 -04] 39743,On W 54th St From S Kedzie Ave To S Sacramento Ave
498,[170 -04] 39743,On W 55th St From S Rockwell St To S Western Ave
499,[170 -04] 39743,On W 65th St From S Harvard Ave To S Yale Ave
500,[170 -04] 39743,On W 72nd Pl From S Ashland Ave To S Bishop St
501,[170 -04] 39743,On W 78th St From S Morgan St To S Halsted St
502,[170 -04] 39743,On W 83rd St From S Hermitage Ave To S Ashland Ave
503,[170 -04] 39743,On W 88th St From S Racine Ave To S Halsted St
504,[170 -04] 39743,On W 95th Pl From S Throop St To S Racine Ave
505,[170 -04] 39743,On W Adams St From S California Ave To S Washtenaw Ave
506,[170 -04] 39743,On W Ardmore Ave From N Bernard St To N Jersey Ave
507,[170 -04] 39743,On W 41st Pl From S Kedzie Ave To S Sacramento Ave
508,[170 -04] 39743,On W Monroe St From S Laramie Ave To S Lockwood Ave
509,[170 -04] 39743,On W Montana St From N Racine Ave To N Seminary Ave
510,[170 -04] 39743,6500 S Normal Blvd
511,[170 -04] 39743,5050-5100 S Christiana Ave
512,[170 -04] 39743,W Olive Ave And N Ozanam Ave
513,[170 -04] 39743,W Gladys Ave And S Hoyne Ave
514,[170 -04] 39743,S Menard Ave And W Adams Blvd
515,[170 -04] 39743,S Damen Ave And W Pershing Rd
516,[170 -04] 39743,On W Wolfram St From N Greenview Ave To N Southport Ave
517,[170 -04] 39743,On W Wilson Ave From N Lawler Ave To N Lavergne Ave
518,[170 -04] 39743,On W Waveland Ave From N Hoyne Ave To N Lincoln Ave
519,[170 -04] 39743,On W Warren Blvd From N Leavitt St To N Damen Ave
520,[170 -04] 39743,5100-5258 S Troy St
521,[170 -04] 39743,On W Wabansia Ave From N Sawyer Ave To N Kedzie Ave
522,[170 -04] 39743,On W Summerdale Ave From N Ozanam Ave To N Oriole Ave
523,[170 -04] 39743,On W Sherwin Ave From N California Ave To N Washtenaw Ave
524,[170 -04] 39743,On W Roosevelt Rd From S Pulaski Rd To S Springfield Ave
525,[170 -04] 39743,On W Quincy St From S Laramie Ave To S Lockwood Ave
526,[170 -04] 39743,On W Polk St From S Racine Ave To S Morgan St
527,[170 -04] 39743,On W Ontario St From N Kingsbury St To N Orleans St
528,[170 -04] 39743,On W Oakdale Ave From N Ashland Ave To N Greenview Ave
529,[170 -04] 39743,On W North Ave From N Nagle Ave To N Natoma Ave
530,[170 -04] 39743,On W Newport Ave From N Wolcott Ave To N Damen Ave
531,[170 -04] 39743,On W Nelson St From N Lakewood Ave To N Racine Ave
532,[170 -04] 39743,On W Taylor St From S Loomis St To S Laflin St
533,[170 -04] 39743,8808-8864 S Yale Ave
534,[170 -04] 39743,On W Nelson St From N Greenview Ave To N Paulina St
535,[170 -04] 39743,4700-5300 S Damen Ave
536,[170 -04] 39743,244 N Post Pl
537,[170 -04] 39743,W Higgins Ave And N Overhill Ave
538,[170 -04] 39743,S Waller Ave And W Adams Blvd
539,[170 -04] 39743,S East End Ave And E 79th St
540,[170 -04] 39743,On W Wrightwood Ave From N Racine Ave To N Lincoln Ave
541,[170 -04] 39743,On W Winnemac Ave From N California Ave To N Washtenaw Ave
542,[170 -04] 39743,On W Webster Ave From N Larrabee St To N Cleveland Ave
543,[170 -04] 39743,On W Washington Blvd From N Elizabeth St To N Ada St
544,[170 -04] 39743,On W Walton St From N Kilbourn Ave To N Keeler Ave
545,[170 -04] 39743,On W Van Buren Stn From S Leavitt St To S Ashland Ave
546,[170 -04] 39743,On W Summerdale Ave From W Berwyn Ave To N Oketo Ave
547,[170 -04] 39743,On W Sherwin Ave From N Sacramento Ave To N Albany Ave
548,[170 -04] 39743,On W School St From N Greenview Ave To N Southport Ave
549,[170 -04] 39743,On W Rascher Ave From N Mobile Ave To N Melvina Ave
550,[170 -04] 39743,On W Pope John Paul Ii Dr From S Western Ave To S Rockwell St
551,[170 -04] 39743,On W Polk St From S Dan Ryan Expy To S Shields Ave
552,[170 -04] 39743,On W Oakdale Ave From N Racine Ave To N Sheffield Ave
553,[170 -04] 39743,On W North Shore Ave From N Whipple St To N Sacramento Ave
554,[170 -04] 39743,On W North Ave From N Austin Ave To N Laramie Ave
555,[170 -04] 39743,On W Newport Ave From N Seminary Ave To N Lakewood Ave
556,[170 -04] 39743,5000-5200 S Spaulding Ave
557,[170 -04] 39743,7514 S Yale Ave
