,Project_#,Project_Location
31,[170 -02] 38309,W Cullom Ave And N Campbell Ave
32,[170 -02] 38309,On W 101st St From S Oakley Ave To S Bell Ave
33,[170 -02] 38309,On W 108th St From S Sacramento Ave To S Troy St
34,[170 -02] 38309,On N Fairfield Ave From W Augusta Blvd To W Iowa St
35,[170 -02] 38309,On N Hoyne Ave From W Moffat St To W Churchill St
36,[170 -02] 38309,On N Keeler Ave From N Sauganash Ave To W Glenlake Ave
37,[170 -02] 38309,On N Kenneth Ave From W Lawrence Ave To W Ainslie St
38,[170 -02] 38309,On N Kilbourn Ave From W Carmen Ave To N Kentucky Ave
39,[170 -02] 38309,On N Laporte Ave From W Palmer St To W Belden Ave
40,[170 -02] 38309,On N Leavitt St From W Waveland Ave To W Bradley Pl
41,[170 -02] 38309,On N Lotus Ave From W Addison St To W Waveland Ave
42,[170 -02] 38309,On N Lowell Ave From W Ainslie St To W Argyle St
43,[170 -02] 38309,On N Menard Ave From W Lawrence Ave To W Strong St
44,[170 -02] 38309,On N Nordica Ave From W Devon Ave To W Albion Ave
45,[170 -02] 38309,On N Leamington Ave From W Grand Ave To W Dickens Ave
46,[170 -02] 38309,On N Sayre Ave From W Grace St To W Irving Park Rd
47,[170 -02] 38309,On S Bell Ave From W 101st St To W 102nd St
48,[170 -02] 38309,On S Dorchester Ave From E Hyde Park Blvd To E 50th St
49,[170 -02] 38309,On S Hartwell Ave From E Marquette Rd To E 66th Pl
50,[170 -02] 38309,On S Whipple St From W 107th St To W 106th St
51,[170 -02] 38309,On S Homan Ave From W 53rd St To W 54th Pl
52,[170 -02] 38309,On S Kenneth Ave From W 55th St To W 54th St
53,[170 -02] 38309,On S Michigan Ave From E Marquette Rd To E 66th Pl
54,[170 -02] 38309,On S Oakley Ave From W 50th St To W 50th Pl
55,[170 -02] 38309,On S Springfield Ave From W 59th Pl To W 61st Pl
56,[170 -02] 38309,On S Union Ave From W 106th St To W 105th St
57,[170 -02] 38309,On N Richmond St From N Lincoln Ave To W Peterson Ave
58,[170 -02] 38309,On W Glenlake Ave From N Keeler Ave To N Tripp Ave
59,[170 -02] 38309,On W Cullerton St From S Karlov Ave To S Kostner Ave
60,[170 -02] 38309,On W Cortland St From N Long Ave To N Luna Ave
61,[170 -02] 38309,On W Carmen Ave From N Kostner Ave To N Kilbourn Ave
62,[170 -02] 38309,On W 46th St From S Pulaski Rd To S Keeler Ave
63,[170 -02] 38309,On W 91st St From S Hoyne Ave To S Claremont Ave
64,[170 -02] 38309,On W 60th St From S Pulaski Rd To S Springfield Ave
65,[170 -02] 38309,On W 54th St From S Kedzie Ave To S St Louis Ave
66,[170 -02] 38309,On W Leland Ave From N Kedzie Ave To N Spaulding Ave
67,[170 -02] 38309,On W Argyle St From N Damen Ave To N Hoyne Ave
68,[170 -02] 38309,On W Moffat St From N Leavitt St To N Hoyne Ave
69,[170 -02] 38309,W 106th St And S Sacramento Ave
70,[170 -02] 38309,On W School St From N Olcott Ave To N Oleander Ave
71,[170 -02] 38309,On W Wabansia Ave From N Narragansett Ave To N Nashville Ave
72,[170 -02] 38309,On W Waveland Ave From N Lotus Ave To N Long Ave
73,[170 -02] 38309,E 84th St And S Bennett Ave
74,[170 -02] 38309,N Natoma Ave And W Argyle St
75,[170 -02] 38309,N Rutherford Ave And W Argyle St
76,[170 -02] 38309,S Bell Ave And W 91st St
77,[170 -02] 38309,S Claremont Ave And W 91st St
78,[170 -02] 38309,S Eggleston Ave And W 105th St
79,[170 -02] 38309,S Oakley Ave And W 91st St
80,[170 -02] 38309,On W 32nd St From S Racine Ave To S Throop St
81,[170 -02] 38309,On W Peterson Ave From N Melvina Ave To N Nagle Ave
82,[170 -02] 38309,On W 116th St From S Lafayette Ave To S State St
83,[170 -02] 38309,On N Sauganash Ave From W Peterson Ave To N Keeler Ave
84,[170 -02] 38309,On S Yale Ave From W 120th St To W 122nd St
85,[170 -02] 38309,W Ainslie St And N Menard Ave
86,[170 -02] 38309,On N Campbell Ave From W Belle Plaine Ave To W Warner Ave
87,[170 -02] 38309,On N Hoyne Ave From W Argyle St To W Ainslie St
88,[170 -02] 38309,On N Ionia Ave From W Fitch Ave To N Tonty Ave
89,[170 -02] 38309,On N Keeler Ave From W Ainslie St To W Argyle St
90,[170 -02] 38309,On N Kennison Ave From N Kilbourn Ave To N Kolmar Ave
91,[170 -02] 38309,On N Kostner Ave From W Foster Ave To W Carmen Ave
92,[170 -02] 38309,On N Laramie Ave From W Diversey Ave To W Nelson St
93,[170 -02] 38309,On N Leavitt St From W Armitage Ave To W Moffat St
94,[170 -02] 38309,On N Leclaire Ave From W Parker Ave To W Montana St
95,[170 -02] 38309,On N Lotus Ave From W Bloomingdale Ave To W Cortland St
96,[170 -02] 38309,On W 106th St From S Green St To S Peoria St
97,[170 -02] 38309,On N Melvina Ave From N Milwaukee Ave To W Peterson Ave
98,[170 -02] 38309,On N Ottawa Ave From W Touhy Ave To W Chase Ave
99,[170 -02] 38309,On N Spaulding Ave From W Lawrence Ave To W Leland Ave
100,[170 -02] 38309,On S Cregier Ave From E 83rd Pl To E 86th St
101,[170 -02] 38309,On S Green St From W 106th St To W 107th St
102,[170 -02] 38309,On S Harvard Ave From W 120th St To W 122nd St
103,[170 -02] 38309,On S Hoyne Ave From W 101st St To W 102nd St
104,[170 -02] 38309,On S Lawndale Ave From W 61st St To W 63rd St
105,[170 -02] 38309,On S Oakley Ave From W 101st St To W 102nd St
106,[170 -02] 38309,On S Princeton Ave From W 120th St To W 122nd St
107,[170 -02] 38309,On S St Louis Ave From W 83rd Pl To W 85th St
108,[170 -02] 38309,On S Wabash Ave From E Marquette Rd To E 66th Pl
109,[170 -02] 38309,On N Monticello Ave From W Ohio St To W Ferdinand St
110,[170 -02] 38309,W Maypole Ave And N Hamlin Blvd
111,[170 -02] 38309,W Pensacola Ave And N Campbell Ave
112,[170 -02] 38309,W Washington Blvd And N Pulaski Rd
113,[170 -02] 39030,N Cicero Ave And W Lawrence Ave
114,[170 -02] 39561,On E 96th St From S Houston Ave To S Marquette Ave
115,[170 -02] 39567,On N Northwest Hwy From N Oshkosh Ave To N Ozark Ave
116,[170 -02] 39567,On N Ozark Ave From N Northwest Hwy To N Olmsted Ave
117,[170 -02] 39567,On N Olympia Ave From N Oketo Ave To N Northwest Hwy
118,[170 -02] 39567,On W Pratt Ave From N Oliphant Ave To N Oriole Ave
119,[170 -02] 39568,On S Normal Ave From W 35th St To W Pershing Rd
120,[170 -02] 39568,On W 37th St From S Parnell Ave To S Normal Ave
121,[170 -02] 39575,W Lawrence Ave And N Cicero Ave
122,[170 -02] 40123,On N Leamington Ave From W Ferdinand St To W Ohio St
123,[170 -02] 40131,On S Troy St From W Jackson Blvd To W Fifth Ave
124,[170 -02] 40131,On W Jackson Blvd From S Kedzie Ave To S Albany Ave
125,[170 -02] 40131,On W Fifth Ave From S Troy St To S Albany Ave
126,[170 -02] 40133,On N Paulina St From W Farragut Ave To W Berwyn Ave
127,[170 -02] 40133,On W Farragut Ave From N Ravenswood Ave To N Paulina St
128,[170 -02] 40133,W Berwyn Ave And N Paulina St
129,[170 -02] 40133,On N Ravenswood Ave From W Balmoral Ave To W Farragut Ave
130,[170 -02] 40133,On W Winona St From N Winchester Ave To N Wolcott Ave
131,[170 -02] 40413,E 95th St And S Torrence Ave
132,[170 -02] 40566,Ashe Cps - 8505 S Ingleside Ave
133,[170 -02] 40566,Cook Cps - 8150 S Bishop St
134,[170 -02] 40566,Davis N Cps - 3014 W 39th Pl
135,[170 -02] 40566,Field Cps - 7019 N Ashland Blvd
136,[170 -02] 40566,Gunsaulus Cps - 4420 S Sacramento Ave
137,[170 -02] 40566,Leland Cps - 5221 W Congress Pkwy
138,[170 -02] 40566,Morton Cps - 431 N Troy St
139,[170 -02] 40566,Orozco Cps - 1940 W 18th St
140,[170 -02] 40566,Wadsworth Cps - 6420 S University Ave
141,[170 -02] 40566,Westcott Cps - 409 W 80th St
142,[170 -02] 40566,Cather Cps - 2908 W Washington Blvd
143,[170 -02] 40566,Corkery Cps - 2510 S Kildare Ave
144,[170 -02] 40566,Fernwood Cps - 10041 S Union Ave
145,[170 -02] 40566,Grissom Cps - 12810 S Escanaba Ave
146,[170 -02] 40566,Heroes Cps - 8344 S Commercial Ave
147,[170 -02] 40566,Morrill Cps - 6011 S Rockwell St
148,[170 -02] 40566,Nash Cps - 4837 W Erie St
149,[170 -02] 40566,Schmid Cps - 9755 S Greenwood Ave
150,[170 -02] 40566,Webster Cps - 4055 W Arthington St
151,[170 -02] 40700,On N Hiawatha Ave From W Peterson Ave To N Forest Glen Avee
152,[170 -02] 40700,On N Monitor Ave From N Indian Rd To W Peterson Ave
153,[170 -02] 40700,On N Oriole Ave From W Jarvis Ave To W Birchwood Ave
154,[170 -02] 40700,On N Overhill Ave From W Jarvis Ave To W Sherwin Ave
155,[170 -02] 40700,On W Devon Ave From N Spokane Ave To N Caldwell Ave
156,[170 -02] 40700,On W Peterson Ave From N Monitor Ave To N Austin Ave
157,[170 -02] 40700,On N Leoti Ave From N Le Mai Ave To N Spokane Ave
158,[170 -02] 40700,On N Octavia Ave From W Jarvis Ave To W Birchwood Ave
159,[170 -02] 40700,On N Ottawa Ave From W Jarvis Ave To W Chase Ave
160,[170 -02] 40700,On N Spokane Ave From N Leoti Ave To W Devon Ave
161,[170 -02] 40700,On W Jarvis Ave From N Oriole Ave To N Overhill Ave
162,[170 -02] 40700,W Peterson Ave And N Kilbourn Ave
163,[170 -02] 40717,On S Damen Ave From W 100th St To W 101st St
164,[170 -02] 40717,On S Seeley Ave From W 101st St To W 101st Pl
165,[170 -02] 40717,On W 116th St From S Western Ave To S Maplewood Ave
166,[170 -02] 40717,S Seeley Ave And W 101st St
167,[170 -02] 40717,On S Leavitt St From W 101st St To W 102nd St
168,[170 -02] 40717,On W 101st St From S Damen Ave To S Bell Ave
169,[170 -02] 40717,On W 118th St From S Western Ave To S Maplewood Ave
170,[170 -02] 40718,On E 61st St From S Langley Ave To S Rhodes Ave
171,[170 -02] 40718,On E 75th St From S Kingston Ave To S Phillips Ave
172,[170 -02] 40718,On S Drexel Ave From E 65th St To E 64th St
173,[170 -02] 40718,On S Kingston Ave From E 74th St To E 75th St
174,[170 -02] 40718,850-910 E 64th St
175,[170 -02] 40718,On E 72nd St From S Phillips Ave To S Exchange Ave
176,[170 -02] 40718,On S Colfax Ave From E 74th St To E 75th St
177,[170 -02] 40718,On S Ingleside Ave From E 65th St To E 64th St
178,[170 -02] 40718,On S Phillips Ave From E 73rd St To E 72nd St
179,[170 -02] 40773,On N Allen Ave From N Kimball Ave To N Milwaukee Ave
180,[170 -02] 40773,On N Elbridge Ave From W Barry Ave To N Drake Ave
181,[170 -02] 40773,On W Barry Ave From N Bernard St To N Elbridge Ave
182,[170 -02] 40773,On W Barry Ave From N Elbridge Ave To N Drake Ave
183,[170 -02] 40773,N Lavergne Ave And W Cornelia Ave
184,[170 -02] 40773,On N Bernard St From W Belmont Ave To W Barry Ave
185,[170 -02] 40773,On N Kilbourn Ave From W Diversey Ave To W Parker Ave
186,[170 -02] 40773,On W Barry Ave From N Bernard St To N Gresham Ave
187,[170 -02] 40773,On W Eddy St From W Cornelia Ave To W Newport Ave
188,[170 -02] 40774,On E 92nd St From S Cottage Grove Ave To S St Lawrence Ave
189,[170 -02] 40774,On E 96th St From S Avalon Ave To S Woodlawn Ave
190,[170 -02] 40774,E 92nd St And S St Lawrence Ave
191,[170 -02] 40774,On E 94th St From S Dr Martin Luther King Jr Dr To S Wabash Ave
192,[170 -02] 40774,On S Avalon Ave From E 97th St To E 96th St
193,[170 -02] 40774,E 95th St And S Cottage Grove Ave
194,[170 -02] 40775,On S Ada St From W 79th St To W 77th St
195,[170 -02] 40775,On W 77th St From S Ada St To S Loomis Blvd
196,[170 -02] 40775,On W 77th St From S Loomis Blvd To S Bishop St
197,[170 -02] 40775,On W 86th St From S Bishop St To S Laflin St
198,[170 -02] 40775,On W 86th St From S Elizabeth St To S Throop St
199,[170 -02] 40775,On W 86th St From S Racine Ave To S Elizabeth St
200,[170 -02] 40775,On S Bishop St From W 85th St To W 86th St
201,[170 -02] 40775,On W 77th St From S Ada St To S Throop St
202,[170 -02] 40775,On W 79th St From S Throop St To S Ada St
203,[170 -02] 40775,On W 86th St From S Bishop St To S Loomis Blvd
204,[170 -02] 40775,On W 86th St From S Laflin St To S Justine St
205,[170 -02] 40776,On E 80th St From S Evans Ave To S Vernon Ave
206,[170 -02] 40776,On E 82nd St From S Merrill Ave To S Jeffery Blvd
207,[170 -02] 40777,On N Leavitt St From W Lawrence Ave To W Leland Ave
208,[170 -02] 40777,N Seeley Ave And W Birchwood Ave
209,[170 -02] 40777,On W Hollywood Ave From N Lincoln Ave To N Rockwell Ave
210,[170 -02] 40778,On E 101st St From S Avenue M To S Avenue L
211,[170 -02] 40778,On E 104th St From S Avenue O To S Avenue E
212,[170 -02] 40778,On S Avenue G From E 106th St To E 103rd St
213,[170 -02] 40778,On E 101st St From S Avenue N To S Avenue M
214,[170 -02] 40778,On S Avenue F From E 104th St To E 105th St
215,[170 -02] 40778,E 101st St And S Ewing Ave
216,[170 -02] 40779,On S Perry Ave From W 112th St To W 113th St
217,[170 -02] 40779,On W 113th Pl From S Wentworth Ave To S Perry Ave
218,[170 -02] 40779,On W 128th Pl From S Halsted St To S Emerald Ave
219,[170 -02] 40779,On W 128th Pl From S Lowe Ave To S Wallace St
220,[170 -02] 40779,On W 112th Pl From S Perry Ave To S State St
221,[170 -02] 40779,On W 128th Pl From S Emerald Ave To S Lowe Ave
222,[170 -02] 40779,On W 128th Pl From S Halsted St To S Peoria St
223,[170 -02] 40779,S Halsted St And W 128th Pl
224,[170 -02] 40780,On S Central Park Ave From W 86th St To W 87th St
225,[170 -02] 40780,On S Lawndale Ave From W 85th St To W 86th St
226,[170 -02] 40780,On W 68th St From S Kolmar Ave To S Kilbourn Ave
227,[170 -02] 40780,W 85th St And S Lawndale Ave
228,[170 -02] 40780,On S Kolmar Ave From W Marquette Rd To W 68th St
229,[170 -02] 40780,On W 60th St From S Monitor Ave To S Mason Ave
230,[170 -02] 40780,On W 86th St From S Lawndale Ave To S Central Park Ave
231,[170 -02] 41000,On E 85th St From S Indiana Ave To S St Lawrence Ave
232,[170 -02] 41000,On E 96th St From S Houston Ave To S Commercial Ave
233,[170 -02] 41000,On E 87th St From S State St To S Wabash Ave
234,[170 -02] 41001,E 71st St And S Jeffery Blvd
235,[170 -02] 41002,On W 72nd St From S Avers Ave To S Hamlin Ave
236,[170 -02] 41005,N Ottawa Ave And W Waveland Ave
237,[170 -02] 41422,N Lake Shore Dr Sb And W Wilson Dr
