,Project_#,Project_Location
389,[170 -04] 39029,S Emerald Ave And W 106th St
390,[170 -04] 39029,On W Jarvis Ave From N Oriole Ave To N Harlem Ave
391,[170 -04] 39029,On W Ibsen St From N Oriole Ave To N Odell Ave
392,[170 -04] 39029,On W Granville Ave From N Greenview Ave To N Glenwood Ave
393,[170 -04] 39029,On W Foster Ave From N Normandy Ave To N Nashville Ave
394,[170 -04] 39029,On W 118th St From S Parnell Ave To S Normal Ave
395,[170 -04] 39029,On W 26th St From S Keeler Ave To S Pulaski Rd
396,[170 -04] 39029,On W 69th St From S Wallace St To S Parnell Ave
397,[170 -04] 39029,On W 79th St From S Maplewood Ave To S Western Ave
398,[170 -04] 39029,On W 88th St From S Racine Ave To S Halsted St
399,[170 -04] 39029,On W 95th St From S Morgan St To S Halsted St
400,[170 -04] 39029,On W 99th St From S Morgan St To S Halsted St
401,[170 -04] 39029,On W Addison St From N Mobile Ave To N Austin Ave
402,[170 -04] 39029,S Lawndale Ave And W 32nd St
403,[170 -04] 39029,On W Ardmore Ave From N New Hampshire Ave To N Newark Ave
404,[170 -04] 39029,On W Chestnut St From N Orleans St To N Orleans St
405,[170 -04] 39029,On W Corcoran Pl From N Menard Ave To N Parkside Ave
406,[170 -04] 39029,On W Devon Ave From N Greenview Ave To N Paulina St
407,[170 -04] 39029,On W Elmdale Ave From N Magnolia Ave To N Broadway
408,[170 -04] 39029,On W Fargo Ave From N Ashland Ave To N Greenview Ave
409,[170 -04] 39029,On W Fitch Ave From N Sacramento Ave To N Francisco Ave
410,[170 -04] 39029,On W Forest Preserve Ave From N Olcott Ave To W Irving Park Rd
411,[170 -04] 39029,On W Forest Preserve Ave From N Ozanam Ave To N Oketo Ave
412,[170 -04] 39029,On W Carroll Ave From N St Louis Ave To N Central Park Ave
413,[170 -04] 39029,W Forest Preserve Ave And N Ottawa Ave
414,[170 -04] 39029,On W 115th St From S Yale Ave To S Wentworth Ave
415,[170 -04] 39029,On W Leland Ave From N Linder Ave To N Long Ave
416,[170 -04] 39029,On W Morse Ave From N Greenview Ave To N Wayne Ave
417,[170 -04] 39029,On W North Ave From N Harlem Ave To N Sayre Ave
418,[170 -04] 39029,On W Oak St From N Wells St To N La Salle Dr
419,[170 -04] 39029,On W Ogden Ave From S Drake Ave To S Trumbull Ave
420,[170 -04] 39029,On W Ogden Ave From S Keeler Ave To S Pulaski Rd
421,[170 -04] 39029,On W Ogden Ave From S Millard Ave To S Central Park Ave
422,[170 -04] 39029,On W Polk St From S Independence Blvd To S Central Park Ave
423,[170 -04] 39029,On W Roosevelt Rd From S Pulaski Rd To S Springfield Ave
424,[170 -04] 39029,On W Roosevelt Rd From S Washtenaw Ave To S Western Ave
425,[170 -04] 39029,On W Thome Ave From N Greenview Ave To N Glenwood Ave
426,[170 -04] 39029,On W Van Buren St From S Western Ave To S Leavitt St
427,[170 -04] 39029,On W Washington Blvd From N Lamon Ave To N Cicero Ave
428,[170 -04] 39029,On W Wilcox St From S California Ave To S Washtenaw Ave
429,[170 -04] 39029,On W Windsor Ave From N Menard Ave To N Major Ave
430,[170 -04] 39029,N Natchez Ave And W Catalpa Ave
431,[170 -04] 39029,S Albany Ave And W 21st Pl
432,[170 -04] 39029,On W Institute Pl From N Orleans St To N Wells St
433,[170 -04] 39029,S Harvard Ave And W 81st St
434,[170 -04] 39029,On W Greenleaf Ave From N Francisco Ave To N California Ave
435,[170 -04] 39029,On W Forest Preserve Ave From N Pontiac Ave To N Panama Ave
436,[170 -04] 39029,On W 23rd St From S Christiana Ave To S Kedzie Ave
437,[170 -04] 39029,On W 26th St From S Lawndale Ave To S Homan Ave
438,[170 -04] 39029,On W 77th St From S Wallace St To S Fielding Ave
439,[170 -04] 39029,On W 85th St From S Damen Ave To S Wood St
440,[170 -04] 39029,On W 94th St From S Longwood Dr To S Vanderpoel Ave
441,[170 -04] 39029,On W 95th St From S Normal Ave To S Eggleston Ave
442,[170 -04] 39029,On W Addison St From N Karlov Ave To N Pulaski Rd
443,[170 -04] 39029,On W Addison St From N Page Ave To N Pacific Ave
444,[170 -04] 39029,On W Arthur Ave From N Sheridan Rd To N Glenwood Ave
445,[170 -04] 39029,On W Cermak Rd From S Karlov Ave To S Harding Ave
446,[170 -04] 39029,On W Columbia Ave From N Sheridan Rd To N Glenwood Ave
447,[170 -04] 39029,On W Cullom Ave From N Linder Ave To N Long Ave
448,[170 -04] 39029,On W Devon Ave From N Ridge Ave To N Ravenswood Ave
449,[170 -04] 39029,On W Estes Ave From N Sacramento Ave To N California Ave
450,[170 -04] 39029,On W Fitch Ave From N Francisco Ave To N California Ave
451,[170 -04] 39029,On W Flournoy St From S Central Ave To S Homan Ave
452,[170 -04] 39029,On W Forest Preserve Ave From N Osage Ave To N Ozanam Ave
453,[170 -04] 39029,On W Gladys Ave From S Kolmar Ave To S Kostner Ave
454,[170 -04] 39029,W Chestnut St And N Orleans St
455,[170 -04] 40990,On N Aberdeen St From W Carroll Ave To W Kinzie St
456,[170 -04] 40990,On N Carpenter St From W Randolph St To W Carroll Ave
457,[170 -04] 40990,On N Elizabeth St From W Grand Ave To W Kinzie St
458,[170 -04] 40990,On N May St From W Randolph St To W Carroll Ave
459,[170 -04] 40990,On N Racine Ave From W Madison St To W Carroll Ave
460,[170 -04] 40990,On N Ada St From N Ogden Ave To W Madison St
461,[170 -04] 40990,On N Elizabeth St From W Carroll Ave To W Randolph St
462,[170 -04] 40990,On N Green St From W Randolph St To W Kinzie St
463,[170 -04] 40990,On N Racine Ave From W Grand Ave To W Kinzie St
464,[170 -04] 40990,On W Lake St From N Racine Ave To N Morgan St
