,Project_#,Project_Title,Start_Date,End_Date
0,[170 -04] 38342,2017 Sewer Main Lining,Jan-17,Dec-18
3,[170 -04] 39029,2018 - Sewer Main Lining,Jan-18,Dec-18
5,[170 -04] 39743,2019 Sewer Main Lining,Jan-19,Dec-19
6,[170 -04] 40397,2020 Sewer Main Lining,Jan-20,Dec-20
7,[170 -04] 40895,2021 Sewer Main Lining,Jan-21,Dec-22
8,[170 -04] 40990,FULTON MARKET - SEWER LINING IMPROVEMENTS,Jan-15,Dec-18
9,[170 -04] 41323,2022 Sewer Main Lining,Jan-22,Jun-23
