,Project_#,Project_Location
397,[170 -04] 38342,On N Oakley Blvd From W Kinzie St To W Adams St
398,[170 -04] 38342,On N Octavia Ave From W Byron St To W Cornelia Ave
399,[170 -04] 38342,On N Odell Ave From W Byron St To W Belmont Ave
400,[170 -04] 38342,On N Olcott Ave From W Forest Preserve Ave To W Grace St
401,[170 -04] 38342,On N Olcott Ave From W Palatine Ave To W Myrtle Ave
402,[170 -04] 38342,On N Oleander Ave From W Addison St To W Wellington Ave
403,[170 -04] 38342,On N Hoyne Ave From W Fulton St To W Maypole Ave
404,[170 -04] 38342,On S Ashland Ave From W 79th St To W 83rd St
405,[170 -04] 38342,On S Archer Ave From S Senour Ave To S Halsted St
406,[170 -04] 38342,On S Albany Ave From W Cermak Rd To W 26th St
407,[170 -04] 38342,On N Winthrop Ave From W Lawrence Ave To N Kenmore Ave
408,[170 -04] 38342,On N Ozark Ave From W Addison St To W Cornelia Ave
409,[170 -04] 38342,On N Rutherford Ave From W Foster Ave To W Carmen Ave
410,[170 -04] 38342,On N Racine Ave From W Grand Ave To W Kinzie St
411,[170 -04] 38342,On N Pioneer Ave From W Berteau Ave To W Irving Park Rd
412,[170 -04] 38342,On N Panama Ave From W Irving Park Rd To W Addison St
413,[170 -04] 38342,On N Western Ave From W Madison St To W Van Buren St
414,[170 -04] 38342,On S Blackstone Ave From E 83rd St To E 86th St
415,[170 -04] 38342,On S Michigan Ave From E 95th St To E 96th St
416,[170 -04] 38342,On S Chappel Ave From E 97th Pl To E 98th Pl
417,[170 -04] 38342,On S Constance Ave From E 84th St To E 86th St
418,[170 -04] 38342,On S Dante Ave From E 90th St To E 91st St
419,[170 -04] 38342,On S Dr Martin Luther King Jr Dr From E 89th St To E 91st Pl
420,[170 -04] 38342,On S Ellis Ave From E 65th St To E 67th St
421,[170 -04] 38342,On S Hamlin Ave From W 16th St To W 26th St
422,[170 -04] 38342,On S Hermitage Ave From W 69th St To W 70th St
423,[170 -04] 38342,On S Honore St From W 72nd St To W 73rd St
424,[170 -04] 38342,On S Lawndale Ave From W 18th St To W 19th St
425,[170 -04] 38342,On S Lawndale Ave From W Cermak Rd To W 26th St
426,[170 -04] 38342,On S Maplewood Ave From W 66th St To W Marquette Rd
427,[170 -04] 38342,On N Overhill Ave From W Addison St To W Belmont Ave
428,[170 -04] 38342,On S Central Park Ave From W Cermak Rd To W 28th St
429,[170 -04] 38342,On N Osceola Ave From W Irving Park Rd To W Forest Preserve Ave
430,[170 -04] 38342,On N Hoyne Ave From W Washington Blvd To W Madison St
431,[170 -04] 38342,On N Oliphant Ave From W Pratt Ave To N Avondale Ave
432,[170 -04] 38342,On S Normal Ave From W 89th St To W 90th St
433,[170 -04] 38342,On E 73rd St From S Eberhart Ave To S Rhodes Ave
434,[170 -04] 38342,On E 85th Pl From S Stony Island Ave To S Cregier Ave
435,[170 -04] 38342,On E 89th St From S Kenwood Ave To S Dorchester Ave
436,[170 -04] 38342,On E 92nd Pl From S Stony Island Ave To S Cregier Ave
437,[170 -04] 38342,On N Ashland Ave From W Fulton St To W Lake St
438,[170 -04] 38342,On N Austin Ave From W Bryn Mawr Ave To N Northwest Hwy
439,[170 -04] 38342,On N Central Ave From N Elston Ave To W Catalpa Ave
440,[170 -04] 38342,On N Central Ave From N Indian Rd To W Ardmore Ave
441,[170 -04] 38342,On N Central Ave From N Northwest Hwy To N Kennedy Expy Ob
442,[170 -04] 38342,On N Claremont Ave From W Chase Ave To W Touhy Ave
443,[170 -04] 38342,On N Oriole Ave From W Waveland Ave To W Belmont Ave
444,[170 -04] 38342,On N Elizabeth St From W Carroll Ave To W Randolph St
445,[170 -04] 38342,On N Hiawatha Ave From N Loleta Ave To N Central Ave
446,[170 -04] 38342,On N Lynch Ave From N Laramie Ave To N Elston Ave
447,[170 -04] 38342,On N Mason Ave From W Seminole St To W Bryn Mawr Ave
448,[170 -04] 38342,On N Nashville Ave From W Gregory St To W Balmoral Ave
449,[170 -04] 38342,On N Neenah Ave From W Gregory St To W Balmoral Ave
450,[170 -04] 38342,On N Normandy Ave From W Devon Ave To W Palatine Ave
451,[170 -04] 38342,On N Oconto Ave From W Jarvis Ave To W Chase Ave
452,[170 -04] 38342,On N Octavia Ave From W Roscoe St To W Belmont Ave
453,[170 -04] 38342,On N Oketo Ave From W Addison St To W School St
454,[170 -04] 38342,On N Olcott Ave From W Ibsen St To W Pratt Ave
455,[170 -04] 38342,On N Olcott Ave From W Waveland Ave To W Cornelia Ave
456,[170 -04] 38342,On N Elizabeth St From W Grand Ave To W Kinzie St
457,[170 -04] 38342,On S Prairie Ave From E 79th St To E 80th St
458,[170 -04] 38342,On S Prairie Ave From E 93rd St To E 95th St
459,[170 -04] 38342,On W Forest Preserve Ave From N Pontiac Ave To N Panama Ave
460,[170 -04] 38342,On W Grenshaw St From S Western Ave To S Oakley Blvd
461,[170 -04] 38342,On W Loyola Ave From N Winchester Ave To N Ridge Blvd
462,[170 -04] 38342,On W Morse Ave From N Western Ave To N Bell Ave
463,[170 -04] 38342,On W North Ave From N Harlem Ave To N Sayre Ave
464,[170 -04] 38342,On W Ogden Ave From S Albany Ave To S Farrar Dr
465,[170 -04] 38342,On W Ogden Ave From S Drake Ave To S Trumbull Ave
466,[170 -04] 38342,On W Ogden Ave From S Homan Ave To S Albany Ave
467,[170 -04] 38342,On W Ogden Ave From S Millard Ave To S Albany Ave
468,[170 -04] 38342,On W Ogden Ave From S Springfield Ave To S Ridgeway Ave
469,[170 -04] 38342,On W Pershing Rd From S Damen Ave To S Paulina St
470,[170 -04] 38342,On W Forest Preserve Ave From N Olcott Ave To W Irving Park Rd
471,[170 -04] 38342,On W Roosevelt Rd From S Albany Ave To S Whipple St
472,[170 -04] 38342,On W Schreiber Ave From N Oak Park Ave To N Natoma Ave
473,[170 -04] 38342,On W Taylor St From S Marshfield Ave To S Loomis St
474,[170 -04] 38342,On W Warren Blvd From N Kedzie Ave To N Sacramento Blvd
475,[170 -04] 38342,On W Washington Blvd From N Talman Ave To N Leavitt St
476,[170 -04] 38342,830-888 E 88th St
477,[170 -04] 38342,1200-1210 N Dearborn St
478,[170 -04] 38342,855-881 N La Salle Dr
479,[170 -04] 38342,3000-3140 N Octavia Ave
480,[170 -04] 38342,7216-7300 N Odell Ave
481,[170 -04] 38342,3912-3970 N Olcott Ave
482,[170 -04] 38342,3914-3990 N Oleander Ave
483,[170 -04] 38342,On W Roosevelt Rd From S Pulaski Rd To S Independence Blvd
484,[170 -04] 38342,On W Fargo Ave From N Rockwell St To N Western Ave
485,[170 -04] 38342,3900-3714 N Orleans St
486,[170 -04] 38342,On W Cermak Rd From S Marshall Blvd To S Rockwell St
487,[170 -04] 38342,On S Racine Ave From W Congress Pkwy To W Flournoy St
488,[170 -04] 38342,On S Rhodes Ave From E 83rd St To E 84th St
489,[170 -04] 38342,On S Ridgeland Ave From E 90th St To E 91st St
490,[170 -04] 38342,On S Ridgeway Ave From W 26th St To W 27th St
491,[170 -04] 38342,On S Sawyer Ave From W 24th St To W 25th St
492,[170 -04] 38342,On S Throop St From W Madison St To W Van Buren St
493,[170 -04] 38342,On W Coyle Ave From N Rockwell St To N Western Ave
494,[170 -04] 38342,On S Western Ave From W Congress Pkwy To W Harrison St
495,[170 -04] 38342,On S Western Ave From W Madison St To W Van Buren St
496,[170 -04] 38342,On S Yale Ave From W 80th St To W 81st St
497,[170 -04] 38342,On W 15th St From S Central Park Ave To S St Louis Ave
498,[170 -04] 38342,On W 16th St From S Keeler Ave To S Pulaski Rd
499,[170 -04] 38342,On S Vincennes Ave From S Halsted St To S Summit Ave
500,[170 -04] 38342,On W 24th St From S Christiana Ave To S Kedzie Ave
501,[170 -04] 38342,On W 25th St From S Sacramento Ave To S California Ave
502,[170 -04] 38342,On W 26th St From S Keeler Ave To S Hamlin Ave
503,[170 -04] 38342,On W 28th St From S Pulaski Rd To S Springfield Ave
504,[170 -04] 38342,On W 30th St From S Pulaski Rd To S Springfield Ave
505,[170 -04] 38342,On W 83rd St From S Emerald Ave To S Vincennes Ave
506,[170 -04] 38342,On W 83rd St From S State St To S Martin St Luther King Dr
507,[170 -04] 38342,On W 85th St From S Paulina St To S Ashland Ave
508,[170 -04] 38342,On W 89th St From S Yale Ave To S Holland Rd
509,[170 -04] 38342,On W 95th St From S Morgan St To S Halsted St
510,[170 -04] 38342,On W Albion Ave From N Lakewood Ave To N Sheridan Rd
511,[170 -04] 38342,On W 23rd St From S Christiana Ave To S Kedzie Ave
512,[170 -04] 38342,On W Ogden Ave From S Millard Ave To S Central Park Ave
513,[170 -04] 38342,On W Ogden Ave From S Kenton Ave To S Pulaski Rd
514,[170 -04] 38342,On W Ogden Ave From S Hamlin Ave To S Ridgeway Ave
515,[170 -04] 38342,On W Ogden Ave From S California Blvd To S Washtenaw Ave
516,[170 -04] 38342,On W Forest Preserve Ave From N Panama Ave To N Pacific Ave
517,[170 -04] 38342,On W North Ave From N Hamlin Ave To N Kimball Ave
518,[170 -04] 38342,On W Morse Ave From N Hamilton Ave To N Seeley Ave
519,[170 -04] 38342,On W Ibsen St From N Oriole Ave To N Harlem Ave
520,[170 -04] 38342,On W Foster Ave From N Normandy Ave To N Nashville Ave
521,[170 -04] 38342,On W North Ave From N Nagle Ave To N Natoma Ave
522,[170 -04] 38342,On W Patterson Ave From N Ozanam Ave To N Overhill Ave
523,[170 -04] 38342,3714-3808 N Oleander Ave
524,[170 -04] 38342,On W Roosevelt Rd From S California Ave To S Washtenaw Ave
525,[170 -04] 38342,On W Roosevelt Rd From S St Louis Ave To S Spaulding Ave
526,[170 -04] 38342,On W Taylor St From S Leavitt St To S Hoyne Ave
527,[170 -04] 38342,On W Taylor St From S Western Ave To S Oakley Blvd
528,[170 -04] 38342,On W Washington Blvd From N Lamon Ave To N Cicero Ave
529,[170 -04] 38342,834-870 E 88th Pl
530,[170 -04] 38342,830-864 E 89th St
531,[170 -04] 38342,7332-7340 N Greenview Ave
532,[170 -04] 38342,5430-5500 N Natchez Ave
533,[170 -04] 38342,3000-3140 N Odell Ave
534,[170 -04] 38342,3200-3214 N Oketo Ave
535,[170 -04] 38342,On W Farwell Ave From N Bell Ave To N Seeley Ave
536,[170 -04] 38342,On W Pershing Rd From S Wolcott Ave To S Ashland Ave
537,[170 -04] 38342,On W Erie St From N Western Ave To N Leavitt St
538,[170 -04] 38342,On W 23rd St From S Marshall Blvd To S Rockwell St
539,[170 -04] 38342,On W Cermak Rd From S Karlov Ave To S Harding Ave
540,[170 -04] 38342,3210-3242 N Orange Ave
541,[170 -04] 38342,On S Princeton Ave From W 99th St To W 100th Pl
542,[170 -04] 38342,On S Racine Ave From W Madison St To W Van Buren St
543,[170 -04] 38342,On S Rhodes Ave From E 86th St To E 87th St
544,[170 -04] 38342,On S Ridgeway Ave From W 15th St To W Ogden Ave
545,[170 -04] 38342,On S Rockwell St From W 18th St To W 19th St
546,[170 -04] 38342,On S Stony Island Ave From E 90th St To E 91st St
547,[170 -04] 38342,On S Union Ave From W 72nd St To W 73rd St
548,[170 -04] 38342,On S Wabash Ave From E 92nd St To E 93rd St
549,[170 -04] 38342,On S Western Ave From W Harrison St To W Polk St
550,[170 -04] 38342,On S Winchester Ave From W 69th St To W 70th St
551,[170 -04] 38342,On W Columbus Ave From S Kedzie Ave To W 77th St
552,[170 -04] 38342,On W 14th St From S Keeler Ave To S Pulaski Rd
553,[170 -04] 38342,On W 21st St From S St Louis Ave To S Homan Ave
554,[170 -04] 38342,On W 25th St From S Christiana Ave To S Kedzie Ave
555,[170 -04] 38342,On W 26th St From S Francisco Ave To S Washtenaw Ave
556,[170 -04] 38342,On W 26th St From S Lawndale Ave To S Christiana Ave
557,[170 -04] 38342,On W 30th St From S Lawndale Ave To S Millard Ave
558,[170 -04] 38342,On W 31st St From S Lawndale Ave To S Homan Ave
559,[170 -04] 38342,On W 83rd St From S Morgan St To S Green St
560,[170 -04] 38342,On W 85th St From S Damen Ave To S Wood St
561,[170 -04] 38342,On W 88th St From S Racine Ave To S Halsted St
562,[170 -04] 38342,On W 90th St From S Halsted St To S Lowe Ave
563,[170 -04] 38342,On W 99th St From S Morgan St To S Halsted St
564,[170 -04] 38342,On W 15th St From S Rockwell St To S Western Ave
565,[170 -04] 38342,4000-3914 N Orleans St
566,[170 -04] 38342,2200-2348 W Van Buren St
567,[170 -04] 38342,3912-3958 N Ottawa Ave
568,[170 -04] 38342,3216-3460 N Page Ave
569,[170 -04] 38342,3500-3546 N Panama Ave
570,[170 -04] 38342,3214-3400 N Pioneer Ave
571,[170 -04] 38342,3200-3332 N Pittsburgh Ave
572,[170 -04] 38342,10-34 N Western Ave
573,[170 -04] 38342,2102-2128 S Albany Ave
574,[170 -04] 38342,7300-7422 S Campbell Ave
575,[170 -04] 38342,8900-8910 S Dorchester Ave
576,[170 -04] 38342,8100-8112 S Harvard Ave
577,[170 -04] 38342,2400-3140 S Kedzie Ave
578,[170 -04] 38342,1862-1900 S Millard Ave
579,[170 -04] 38342,4700-5440 S Morgan St
580,[170 -04] 38342,7324-7412 S St Louis Ave
581,[170 -04] 38342,2932-2940 W 59th St
582,[170 -04] 38342,2400-2559 W 79th St
583,[170 -04] 38342,6702-6846 W Ardmore Ave
584,[170 -04] 38342,200-212 W Couch Pl
585,[170 -04] 38342,7632-7660 W Forest Preserve Ave
586,[170 -04] 38342,1806-2000 W Irving Park Rd
587,[170 -04] 38342,2400-2552 W Ogden Ave
588,[170 -04] 38342,3214-3460 N Osage Ave
589,[170 -04] 38342,2130-2300 W Roosevelt Rd
590,[170 -04] 38342,3200-3240 N Ottawa Ave
591,[170 -04] 38342,1600-1950 W Roosevelt Rd
592,[170 -04] 38342,3210-3242 N Ozanam Ave
593,[170 -04] 38342,3214-3300 N Panama Ave
594,[170 -04] 38342,3200-3444 N Paris Ave
595,[170 -04] 38342,3600-3940 N Pioneer Ave
596,[170 -04] 38342,3220-3346 N Plainfield Ave
597,[170 -04] 38342,134-140 N Western Ave
598,[170 -04] 38342,2723-3100 S Archer Ave
599,[170 -04] 38342,8546-8700 S Cottage Grove Ave
600,[170 -04] 38342,9176-9232 S Dr Martin Luther King Jr Dr
601,[170 -04] 38342,2316-2700 W Roosevelt Rd
602,[170 -04] 38342,9400-9440 S Indiana Ave
603,[170 -04] 38342,2100-2130 S Millard Ave
604,[170 -04] 38342,2100-2324 S Ridgeway Ave
605,[170 -04] 38342,2600-2733 W 25th St
606,[170 -04] 38342,2948-3000 W 59th St
607,[170 -04] 38342,402-500 W 95th St
608,[170 -04] 38342,7852-7892 W Cahill Ter
609,[170 -04] 38342,7400-7749 W Forest Preserve Ave
610,[170 -04] 38342,7800-7860 W Forest Preserve Ave
611,[170 -04] 38342,1026-1100 W Leland Ave
612,[170 -04] 38342,3200-3236 S Lawndale Ave
613,[170 -04] 38342,2610-2800 W Wilcox St
614,[170 -04] 40990,On N Aberdeen St From W Carroll Ave To W Kinzie St
615,[170 -04] 40990,On N Carpenter St From W Randolph St To W Carroll Ave
616,[170 -04] 40990,On N Elizabeth St From W Grand Ave To W Kinzie St
617,[170 -04] 40990,On N May St From W Randolph St To W Carroll Ave
618,[170 -04] 40990,On N Racine Ave From W Madison St To W Carroll Ave
619,[170 -04] 40990,On N Ada St From N Ogden Ave To W Madison St
620,[170 -04] 40990,On N Elizabeth St From W Carroll Ave To W Randolph St
621,[170 -04] 40990,On N Green St From W Randolph St To W Kinzie St
622,[170 -04] 40990,On N Racine Ave From W Grand Ave To W Kinzie St
623,[170 -04] 40990,On W Lake St From N Racine Ave To N Morgan St
