,Project_#,Project_Location
29,[170 -02] 37794,On S Union Ave From W 106th St To W 105th St
30,[170 -02] 37794,On W Addison St From N Elston Ave To N Spaulding Ave
31,[170 -02] 37794,On W Arthington St From S Karlov Ave To S Keeler Ave
32,[170 -02] 37794,On W Barry Ave From N Drake Ave To N Gresham Ave
33,[170 -02] 37794,On W Carmen Ave From N Central Park Ave To N Drake Ave
34,[170 -02] 37794,On W Chase Ave From N Paulina St To N Clark St
35,[170 -02] 37794,On W Lexington St From S Kilbourn Ave To S Kolmar Ave
36,[170 -02] 37794,On W Palatine Ave From N Natoma Ave To N Newcastle Ave
37,[170 -02] 37794,On W Palmer St From N Kilpatrick Ave To N Knox Ave
38,[170 -02] 37794,On W Polk St From S Pulaski Rd To S Karlov Ave
39,[170 -02] 37794,On W Roscoe St From N Greenview Ave To N Bosworth Ave
40,[170 -02] 37794,On W Roscoe St From N Marshfield Ave To N Bosworth Ave
41,[170 -02] 37794,On W Winona St From N Ravenswood Ave To N Paulina St
42,[170 -02] 37794,On W Argyle St From N California Ave To N Mozart St
43,[170 -02] 37794,On S St Louis Ave From W 80th Pl To W 81st Pl
44,[170 -02] 37794,N Mayfield Ave And W Madison St
45,[170 -02] 37794,On S Princeton Ave From W 59th St To W 59th Pl
46,[170 -02] 37794,On E 88th St From S East End Ave To S Constance Ave
47,[170 -02] 37794,On E 99th St From S Ewing Ave To S Avenue J
48,[170 -02] 37794,On N Bernard St From W Grace St To W Irving Park Rd
49,[170 -02] 37794,On N Davlin Ct From W Barry Ave To N Milwaukee Ave
50,[170 -02] 37794,On N Drake Ave From W Carmen Ave To W Foster Ave
51,[170 -02] 37794,On N Greenview Ave From W Henderson St To W Roscoe St
52,[170 -02] 37794,On S St Louis Ave From W 75th St To W 76th St
53,[170 -02] 37794,On N Overhill Ave From W Birchwood Ave To W Howard St
54,[170 -02] 37794,On N Troy St From W Devon Ave To W Arthur Ave
55,[170 -02] 37794,On N Washtenaw Ave From W Carmen Ave To W Winona St
56,[170 -02] 37794,On S Aberdeen St From W 107th St To W 107th Pl
57,[170 -02] 37794,On S Ashland Ave From W 108th Pl To W 109th Pl
58,[170 -02] 37794,On N Leclaire Ave From W Diversey Ave To W Oakdale Ave
59,[170 -02] 37794,On S Clark St From W 21st St To S Archer Ave
60,[170 -02] 37794,On S Damen Ave From W 83rd St To W 82nd St
61,[170 -02] 37794,On S Eggleston Ave From W 105th St To W 104th St
62,[170 -02] 37794,On S Green St From W 107th St To W 106th St
63,[170 -02] 37794,On S Hamlin Blvd From W Wilcox St To W Monroe St
64,[170 -02] 37794,On S Hoyne Ave From W 71st Pl To W 73rd St
65,[170 -02] 37794,On S Hoyne Ave From W 73rd St To W 72nd Pl
66,[170 -02] 37794,On S Karlov Ave From W Polk St To W Lexington St
67,[170 -02] 37794,On S Kildare Ave From W Harrison St To W Flournoy St
68,[170 -02] 37794,On S Mason Ave From W Arthington St To W Roosevelt Rd
69,[170 -02] 37794,On S Princeton Ave From W 59th Pl To W 60th Pl
70,[170 -02] 37794,On S Central Park Ave From W 75th St To W 78th St
71,[170 -02] 37794,On W 78th Pl From S Kedvale Ave To S Karlov Ave
72,[170 -02] 37794,On W 73rd St From S Whipple St To S Kedzie Ave
73,[170 -02] 37794,On W 58th St From S Peoria St To S Sangamon St
74,[170 -02] 37794,On W 58th Pl From S Hamlin Ave To S Central Park Ave
75,[170 -02] 37794,On W 106th St From S Green St To S Peoria St
76,[170 -02] 37794,On W 52nd St From S Kedzie Ave To S Troy St
77,[170 -02] 37794,On W 52nd St From S Albany Ave To S Whipple St
78,[170 -02] 37794,On W 18th St From S Wentworth Ave To S Clark St
79,[170 -02] 37794,On W 107th St From S Morgan St To S Racine Ave
80,[170 -02] 37794,On W 52nd St From S Troy St To S Albany Ave
81,[170 -02] 37794,On W 81st Pl From S Kostner Ave To S Kenneth Ave
82,[170 -02] 37794,On W Wilcox St From S Hamlin Blvd To S Springfield Ave
83,[170 -02] 37794,On W Ardmore Ave From N Austin Ave To N Melvina Ave
84,[170 -02] 37794,On W Argyle St From N Mozart St To N Francisco Ave
85,[170 -02] 37794,On W Arthur Ave From N Troy St To N Albany Ave
86,[170 -02] 37794,On W Barry Ave From N Springfield Ave To N Davlin Ct
87,[170 -02] 37794,On W Carmen Ave From N Ravenswood Ave To N Paulina St
88,[170 -02] 37794,On W Jackson Blvd From S California Ave To S Francisco Ave
89,[170 -02] 37794,On W Madison St From N Waller Ave To N Mason Ave
90,[170 -02] 37794,On W Palmer St From N Cicero Ave To N Kilpatrick Ave
91,[170 -02] 37794,On W Peterson Ave From N Harlem Ave To N Oconto Ave
92,[170 -02] 37794,On W Railroad Ave From S Mason Ave To S Austin Blvd
93,[170 -02] 37794,On W Roscoe St From N Greenview Ave To N Janssen Ave
94,[170 -02] 37794,On S St. Louis Ave. From W 81st Pl To W Columbus Ave
95,[170 -02] 37794,On W 81st St From S Kilpatrick Ave To S Keating Ave
96,[170 -02] 37794,On S St Louis Ave From W 77th St To W 78th St
97,[170 -02] 37794,On S Clark St From W 18th St To W 19th St
98,[170 -02] 37794,On S Princeton Ave From W 59th Pl To W 60th St
99,[170 -02] 37794,N Keating Ave And W Devon Ave
100,[170 -02] 37794,On E 61st St From S Langley Ave To S Rhodes Ave
101,[170 -02] 37794,On E 88th St From S Euclid Ave To S Bennett Ave
102,[170 -02] 37794,On N Bernard St From W Belmont Ave To W Barry Ave
103,[170 -02] 37794,On N Clybourn Ave From W Webster Ave To N Greenview Ave
104,[170 -02] 37794,On N Davlin Ct From W Barry Ave To W Wellington Ave
105,[170 -02] 37794,On N Greenview Ave From W Belmont Ave To W Henderson St
106,[170 -02] 37794,On N Harding Ave From W Barry Ave To W Belmont Ave
107,[170 -02] 37794,On N Oconto Ave From W Peterson Ave To W Thorndale Ave
108,[170 -02] 37794,On N Springfield Ave From W Belmont Ave To W Barry Ave
109,[170 -02] 37794,On N Washtenaw Ave From W Argyle St To W Winnemac Ave
110,[170 -02] 37794,On S Racine Ave From W 108th St To W 110th St
111,[170 -02] 37794,On N Washtenaw Ave From W Winona St To W Argyle St
112,[170 -02] 37794,On S Carpenter St From W 64th St To W 65th St
113,[170 -02] 37794,On S Constance Ave From E 88th St To E 90th St
114,[170 -02] 37794,On S Davol St From W Monterey Ave To W Waseca Pl
115,[170 -02] 37794,On S Eggleston Ave From W 105th St To W 106th St
116,[170 -02] 37794,On S Hamlin Ave From W 66th St To W Marquette Rd
117,[170 -02] 37794,On S Hermitage Ave From W 47th St To W 46th St
118,[170 -02] 37794,On S Hoyne Ave From W 72nd St To W 71st Pl
119,[170 -02] 37794,On S Karlov Ave From W Arthington St To W Polk St
120,[170 -02] 37794,On S Kenneth Ave From W 81st Pl To W 81st St
121,[170 -02] 37794,On S Lawndale Ave From W 64th Pl To W 66th St
122,[170 -02] 37794,On S Perry Ave From W Marquette Rd To W 68th St
123,[170 -02] 37794,On S Ashland Ave From S Church St To W 109th St
124,[170 -02] 37794,N Mcvicker Ave And W Ardmore Ave
125,[170 -02] 37794,N Menard Ave And W Madison St
126,[170 -02] 37794,N Mozart St And W Argyle St
127,[170 -02] 37794,S Austin Blvd And W Roosevelt Rd
128,[170 -02] 37794,S Mason Ave And W Arthington St
129,[170 -02] 37794,S Mayfield Ave And W Roosevelt Rd
130,[170 -02] 37794,S Monitor Ave And W Roosevelt Rd
131,[170 -02] 37794,S Scottsdale Ave And S Knox Ave
132,[170 -02] 37794,S St Louis Ave And W Columbus Ave
133,[170 -02] 37794,W 60th Pl And S Wells St
134,[170 -02] 37794,3500-3520 N Reta Ave
135,[170 -02] 37794,1656-1756 W Carmen Ave
136,[170 -02] 37794,N Moody Ave And W Ardmore Ave
137,[170 -02] 37794,N Normandy Ave And W Devon Ave
138,[170 -02] 37794,S Keeler Ave And W 78th St
139,[170 -02] 37794,S May St And W 107th St
140,[170 -02] 37794,S Menard Ave And W Roosevelt Rd
141,[170 -02] 37794,S Princeton Ave And W 60th Pl
142,[170 -02] 37794,S Springfield Ave And W 78th St
143,[170 -02] 37794,S Whipple St And W 52nd St
144,[170 -02] 37794,W 77th Pl And S Keeler Ave
145,[170 -02] 37794,244-300 W 60th Pl
146,[170 -02] 37887,On S Avenue J From E 104th St To E 103rd St
147,[170 -02] 37887,W Madison St And N Menard Ave
148,[170 -02] 37887,W 79th St And S Karlov Ave
149,[170 -02] 37887,W 77th St And S Emerald Ave
150,[170 -02] 37887,W 66th St And S Pulaski Rd
151,[170 -02] 37887,W 59th St And S Nashville Ave
152,[170 -02] 37887,W 58th Pl And S Hamlin Ave
153,[170 -02] 37887,W 52nd St And S Francisco Ave
154,[170 -02] 37887,W 104th St And S Hoyne Ave
155,[170 -02] 37887,S Perry Ave And W 68th St
156,[170 -02] 37887,S Lafayette Ave And W 115th St
157,[170 -02] 37887,S Karlov Ave And W 79th St
158,[170 -02] 37887,S Carpenter St And W 64th St
159,[170 -02] 37887,N Washtenaw Ave And W Argyle St
160,[170 -02] 37887,N Elston Ave And W Augusta Blvd
161,[170 -02] 37887,E 43rd St And S Vernon Ave
162,[170 -02] 37887,On W 77th St From S Union Ave To S Lowe Ave
163,[170 -02] 37887,On S Halsted St From W 78th St To W 79th St
164,[170 -02] 37887,W Palmer St And N Cicero Ave
165,[170 -02] 37887,7503-7859 S Emerald Ave
166,[170 -02] 37887,On S Green Bay Ave From E 103rd St To E 106th St
167,[170 -02] 37887,W Ardmore Ave And N Austin Ave
168,[170 -02] 37887,W 77th St And S Perry Ave
169,[170 -02] 37887,W 73rd St And S Kedzie Ave
170,[170 -02] 37887,W 65th St And S Lawndale Ave
171,[170 -02] 37887,W 58th St And S Halsted St
172,[170 -02] 37887,W 52nd St And S Kedzie Ave
173,[170 -02] 37887,W 107th St And S Morgan St
174,[170 -02] 37887,W Palatine Ave And N Natoma Ave
175,[170 -02] 37887,S Perry Ave And W Marquette Rd
176,[170 -02] 37887,S Kostner Ave And W 81st Pl
177,[170 -02] 37887,S Emerald Ave And W 79th St
178,[170 -02] 37887,S Ashland Ave And W 108th Pl
179,[170 -02] 37887,N Sheffield Ave And W Wellington Ave
180,[170 -02] 37887,N Drake Ave And W Foster Ave
181,[170 -02] 37887,On W Polk St From S Wells St To S S Branch Chicago River
182,[170 -02] 37887,On W 62nd St From S Ashland Ave To S Laflin St
183,[170 -02] 37887,S Morgan St And W 107th St
184,[170 -02] 37887,W Polk St And S Pulaski Rd
185,[170 -02] 38307,On S Ada St From W 79th St To W 77th St
186,[170 -02] 38307,On W 77th St From S Loomis Blvd To S Bishop St
187,[170 -02] 38307,On W 77th St From S Ada St To S Throop St
188,[170 -02] 38382,On E Oakwood Blvd From S Langley Ave To S Vincennes Ave
189,[170 -02] 38382,On S Langley Ave From E 40th St To E Oakwood Blvd
190,[170 -02] 38386,On W Montrose Ave From N Narragansett Ave To N Austin Ave
191,[170 -02] 38386,W Montrose Ave And N Mulligan Ave
192,[170 -02] 38386,W Montrose Ave And N Mobile Ave
193,[170 -02] 38406,On S Natoma Ave From W 57th St To W 56th St
194,[170 -02] 38406,On W 56th St From S Nottingham Ave To S New England Ave
195,[170 -02] 38406,On W 56th St From S Natoma Ave To S Neva Ave
196,[170 -02] 38406,On W 57th St From S Nashville Ave To S Natoma Ave
197,[170 -02] 38786,On N Narragansett Ave From W Roscoe St To W Addison St
198,[170 -02] 38786,W Newport Ave And N Narragansett Ave
199,[170 -02] 38786,On W Cornelia Ave From N Nagle Ave To N Narragansett Ave
200,[170 -02] 38787,On N Octavia Ave From W Jarvis Ave To W Birchwood Ave
201,[170 -02] 38787,On N Overhill Ave From W Sherwin Ave To W Birchwood Ave
202,[170 -02] 38787,On W Jarvis Ave From N Ottawa Ave To N Overhill Ave
203,[170 -02] 38787,On N Ottawa Ave From W Jarvis Ave To W Chase Ave
204,[170 -02] 38787,On W Jarvis Ave From N Oriole Ave To N Ottawa Ave
205,[170 -02] 38787,N Oriole Ave And W Birchwood Ave
206,[170 -02] 38788,On S Karlov Ave From W 62nd St To W 61st St
207,[170 -02] 38788,On W 61st St From S Karlov Ave To S Komensky Ave
208,[170 -02] 38788,On W 62nd St From S Keeler Ave To S Kildare Ave
209,[170 -02] 38788,On W 62nd St From S Komensky Ave To S Karlov Ave
210,[170 -02] 38788,On W 61st St From S Karlov Ave To S Kedvale Ave
211,[170 -02] 38788,On W 62nd St From S Karlov Ave To S Keeler Ave
212,[170 -02] 38788,On W 62nd St From S Kildare Ave To S Kostner Ave
213,[170 -02] 38788,On W 62nd St From S Pulaski Rd To S Komensky Ave
214,[170 -02] 38789,On W 53rd St From S Hamlin Ave To S Millard Ave
215,[170 -02] 38789,On W 53rd St From S Springfield Ave To S Hamlin Ave
216,[170 -02] 38789,On W 53rd St From S Pulaski Rd To S Springfield Ave
217,[170 -02] 38790,On N Mobile Ave From W Bloomingdale Ave To W Cortland St
218,[170 -02] 38790,On W Cortland St From N Mobile Ave To N Mulligan Ave
219,[170 -02] 38790,On N Mobile Ave From W Bloomingdale Ave To W Wabansia Ave
220,[170 -02] 38790,On W Wabansia Ave From N Mobile Ave To N Narragansett Ave
221,[170 -02] 38791,On W 60th St From S Mobile Ave To S Merrimac Ave
222,[170 -02] 38791,On W 60th St From S Nagle Ave To S Narragansett Ave
223,[170 -02] 38791,On W 60th St From S Natchez Ave To S Nagle Ave
224,[170 -02] 38791,On W 60th St From S Normandy Ave To S Natoma Ave
225,[170 -02] 38791,6434-6534 W 60th St
226,[170 -02] 38791,On W 60th St From S Mulligan Ave To S Mobile Ave
227,[170 -02] 38791,On W 60th St From S Narragansett Ave To S Mulligan Ave
228,[170 -02] 38791,On W 60th St From S Natoma Ave To S Nashville Ave
229,[170 -02] 38791,On W 60th St From S Rutherford Ave To S Normandy Ave
230,[170 -02] 38791,6534-6600 W 60th St
231,[170 -02] 38792,On S Aberdeen St From W 105th St To W 104th Pl
232,[170 -02] 38792,On W 105th St From S Morgan St To S Sangamon St
233,[170 -02] 38792,S Aberdeen St And W 103rd St
234,[170 -02] 38792,On W 105th St From S Green St To S Halsted St
235,[170 -02] 38792,On W 105th St From S Sangamon St To S Green St
236,[170 -02] 38794,On W 100th St From S Normal Ave To S Emerald Ave
237,[170 -02] 38794,On W 101st St From S Morgan St To S Green St
238,[170 -02] 38795,On S Calumet Ave From E 87th St To E 89th St
239,[170 -02] 38795,S Calumet Ave And E 89th St
240,[170 -02] 38795,On S Eberhart Ave From E 87th St To E 89th St
241,[170 -02] 38796,On E 102nd Pl From S State St To S Michigan Ave
242,[170 -02] 38796,On W 102nd St From S Perry Ave To S La Salle St
243,[170 -02] 38796,On W 99th St From S La Salle St To S State St
244,[170 -02] 38796,E 102nd St And S State St
245,[170 -02] 38796,On S Perry Ave From W 101st St To W 102nd St
246,[170 -02] 38796,On W 102nd St From S Perry Ave To S Lafayette Ave
247,[170 -02] 38796,On W 99th St From S Wentworth Ave To S La Salle St
248,[170 -02] 38797,On N Keeler Ave From W Augusta Blvd To W Walton St
249,[170 -02] 38797,On W Augusta Blvd From N Karlov Ave To N Keeler Ave
250,[170 -02] 38797,N Pulaski Rd And W Augusta Blvd
251,[170 -02] 38797,On N Keeler Ave From W Thomas St To W Walton St
252,[170 -02] 38797,On W Augusta Blvd From N Pulaski Rd To N Karlov Ave
253,[170 -02] 38798,On S Western Ave From W 116th St To W 118th St
254,[170 -02] 38798,On W 116th St From S Campbell Ave To S Maplewood Ave
255,[170 -02] 38798,On W 118th St From S Artesian Ave To S Maplewood Ave
256,[170 -02] 38798,On W 116th St From S Artesian Ave To S Campbell Ave
257,[170 -02] 38798,On W 116th St From S Western Ave To S Artesian Ave
258,[170 -02] 38798,On W 118th St From S Western Ave To S Artesian Ave
259,[170 -02] 38799,On E 96th St From S Luella Ave To S Brennan Ave
260,[170 -02] 38799,On E 97th St From S Crandon Ave To S Luella Ave
261,[170 -02] 38799,On E 98th St From S Oglesby Ave To S Crandon Ave
262,[170 -02] 38799,On S Oglesby Ave From E 98th St To E 99th St
263,[170 -02] 38799,On E 96th St From S Luella Ave To S Merrion Ave
264,[170 -02] 38799,On E 97th St From S Oglesby Ave To S Crandon Ave
265,[170 -02] 38799,On S Luella Ave From E 97th St To E 96th St
266,[170 -02] 38799,S Oglesby Ave And E 99th St
267,[170 -02] 38801,On N Kimball Ave From W Peterson Ave To W Granville Ave
268,[170 -02] 38801,On W Granville Ave From N Ridgeway Ave To N Monticello Ave
269,[170 -02] 38801,On N Lawndale Ave From W Peterson Ave To W Granville Ave
270,[170 -02] 38801,On W Peterson Ave From N North Shore Channel To N Kedvale Ave
271,[170 -02] 38802,2644-2924 E 128th St
272,[170 -02] 38803,On S Leavitt St From W 101st St To W 102nd St
273,[170 -02] 38803,On W 101st St From S Hoyne Ave To S Bell Ave
274,[170 -02] 38803,S Seeley Ave And W 101st Pl
275,[170 -02] 38803,On W 101st St From S Damen Ave To S Hoyne Ave
276,[170 -02] 38803,S Damen Ave And W 100th St
277,[170 -02] 38818,E 95th St And S Cottage Grove Ave
278,[170 -02] 38832,On E 75th St From S Langley Ave To S Cottage Grove Ave
279,[170 -02] 38832,On S Evans Ave From E 74th St To E 75th St
280,[170 -02] 38832,On E 75th St From S Rhodes Ave To S Champlain Ave
281,[170 -02] 38880,On E 96th St From S Avalon Ave To S Woodlawn Ave
282,[170 -02] 38880,On S Avalon Ave From E 97th St To E 96th St
283,[170 -02] 38880,On E 97th St From S Dobson Ave To S Avalon Ave
284,[170 -02] 38880,On S Woodlawn Ave From E 97th St To E 96th St
285,[170 -02] 38881,On E 92nd St From S Anthony Ave To S Essex Ave
286,[170 -02] 38881,On E 92nd St From S Saginaw Ave To S Colfax Ave
287,[170 -02] 38883,On E 95th Pl From S Calhoun Ave To S Oglesby Ave
288,[170 -02] 38883,2400-2500 E 95th St
289,[170 -02] 38884,On E 80th St From S Jeffery Blvd To S Chappel Ave
290,[170 -02] 38884,On E 82nd St From S Chappel Ave To S Euclid Ave
291,[170 -02] 38884,On S Jeffery Blvd From E 79th St To E 80th St
292,[170 -02] 38884,On E 80th St From S Jeffery Blvd To S Euclid Ave
293,[170 -02] 38884,On E 82nd St From S Euclid Ave To S South Chicago Ave
294,[170 -02] 38884,On S Merrill Ave From E 81st St To E 82nd St
295,[170 -02] 38885,On E 110th St From S Avenue L To S State Line Rd
296,[170 -02] 38885,On S Avenue L From E 107th St To E 109th St
297,[170 -02] 38885,On E 110th St From S Avenue O To S Avenue B
298,[170 -02] 38889,On E 92nd Pl From S St Lawrence Ave To S Cottage Grove Ave
299,[170 -02] 38889,On S St Lawrence Ave From E 92nd Pl To E 91st Pl
300,[170 -02] 38889,On E 92nd St From S Eberhart Ave To S St Lawrence Ave
301,[170 -02] 38890,On N Hiawatha Ave From N Forest Glen Ave To N Kilpatrick Ave
302,[170 -02] 38890,On W Peterson Ave From N Kilbourn Ave To N Forest Glen Ave
303,[170 -02] 38891,On N Leoti Ave From N Spokane Ave To N Le Mai Ave
304,[170 -02] 38891,On W Devon Ave From N Caldwell Ave To N Spokane Ave
305,[170 -02] 38893,On N Drake Ave From W Huron St To W Chicago Ave
306,[170 -02] 38893,On W Chicago Ave From N St Louis Ave To N Central Park Ave
307,[170 -02] 38893,On W Augusta Blvd From N Trumbull Ave To N Drake Ave
308,[170 -02] 38894,On S Bishop St From W 85th St To W 86th St
309,[170 -02] 38894,On W 86th St From S Bishop St To S Justine St
310,[170 -02] 38894,On W 86th St From S Racine Ave To S Throop St
311,[170 -02] 38894,On S Racine Ave From W 85th St To W 86th St
312,[170 -02] 38894,On W 86th St From S Bishop St To S Loomis Blvd
313,[170 -02] 39030,N Cicero Ave And W Lawrence Ave
314,[170 -02] 39054,On N Rockwell St From N Lincoln Ave To W Rascher Ave
315,[170 -02] 39054,W Bryn Mawr Ave And N Campbell Ave
316,[170 -02] 39054,N Rockwell St And W Catalpa Ave
317,[170 -02] 39054,W Hollywood Ave And N Rockwell St
318,[170 -02] 39099,On S Cottage Grove Ave From E 41st St To E 43rd St
319,[170 -02] 39344,On N Octavia Ave From W Ibsen St To W Estes Ave
320,[170 -02] 39344,6858-7044 N Octavia Ave
321,[170 -02] 39344,On N Odell Ave From W Ibsen St To W Estes Ave
322,[170 -02] 39462,On W Diversey Pkwy From N Sheffield Ave To N Seminary Ave
323,[170 -02] 39462,N Kenmore Ave And W Diversey Pkwy
324,[170 -02] 39464,On E 72nd St From S Phillips Ave To S Exchange Ave
325,[170 -02] 39464,On S Kingston Ave From E 74th St To E 75th St
326,[170 -02] 39464,On S Colfax Ave From E 74th St To E 75th St
327,[170 -02] 39499,On S Perry Ave From W 112th Pl To W 114th St
328,[170 -02] 39499,On W 112th Pl From S Perry Ave To S State St
329,[170 -02] 39499,On S State St From W 112th St To W 111th St
330,[170 -02] 39499,On W 113th Pl From S Wentworth Ave To S Perry Ave
331,[170 -02] 39559,On N Bernard St From W Belmont Ave To W Barry Ave
332,[170 -02] 39560,On E 104th St From S Avenue O To S Avenue E
333,[170 -02] 39560,On S Avenue E From E 104th St To E 105th St
334,[170 -02] 39561,On E 96th St From S Houston Ave To S Marquette Ave
335,[170 -02] 39562,On S Peoria St From W 128th Pl To W Vermont St
336,[170 -02] 39562,On W 128th Pl From S Halsted St To S Emerald Ave
337,[170 -02] 39562,On W Vermont St From S Sangamon St To S Morgan St
338,[170 -02] 39562,On W 128th Pl From S Emerald Ave To S Lowe Ave
339,[170 -02] 39562,On W 128th Pl From S Lowe Ave To S Wallace St
340,[170 -02] 39563,On S Homan Ave From W 53rd Pl To W 54th Pl
341,[170 -02] 39563,On W 54th St From S Spaulding Ave To S Christiana Ave
342,[170 -02] 39563,On W 54th St From S Homan Ave To S St Louis Ave
343,[170 -02] 39564,On E 80th St From S Eberhart Ave To S Rhodes Ave
344,[170 -02] 39564,On E 80th St From S Rhodes Ave To S St Lawrence Ave
345,[170 -02] 39564,On E 81st St From S Vernon Ave To S Evans Ave
346,[170 -02] 39564,On E 80th St From S Evans Ave To S Champlain Ave
347,[170 -02] 39564,On E 80th St From S Vernon Ave To S Eberhart Ave
348,[170 -02] 39567,On N Northwest Hwy From N Oshkosh Ave To N Ozark Ave
349,[170 -02] 39567,On N Ozark Ave From N Northwest Hwy To N Olmsted Ave
350,[170 -02] 39567,On N Olympia Ave From N Oketo Ave To N Northwest Hwy
351,[170 -02] 39567,On W Pratt Ave From N Oliphant Ave To N Oriole Ave
352,[170 -02] 39568,On S Normal Ave From W 35th St To W Pershing Rd
353,[170 -02] 39568,On W 37th St From S Parnell Ave To S Normal Ave
354,[170 -02] 39569,On S Central Park Ave From W 86th St To W 87th St
355,[170 -02] 39569,On W 86th Pl From S Lawndale Ave To S Central Park Ave
356,[170 -02] 39569,On S Lawndale Ave From W 86th St To W 85th St
357,[170 -02] 39575,W Lawrence Ave And N Cicero Ave
358,[170 -02] 39680,On N Monitor Ave From N Indian Rd To W Peterson Ave
359,[170 -02] 39680,On W Peterson Ave From N Monitor Ave To N Austin Ave
360,[170 -02] 39681,On E 61st St From S Langley Ave To S Rhodes Ave
361,[170 -02] 39704,On S Kolmar Ave From W 68th St To W Marquette Rd
362,[170 -02] 39704,On W 68th St From S Kilbourn Ave To S Kolmar Ave
363,[170 -02] 39705,On S Woodlawn Ave From E 79th St To E 81st Pl
364,[170 -02] 39705,On S Woodlawn Ave From E 82nd Pl To E 83rd St
365,[170 -02] 39706,On S Archer Ave From S Rockwell St To S Sacramento Ave
366,[170 -02] 39707,On S Trumbull Ave From W 46th St To W 45th St
367,[170 -02] 39707,On W 46th St From S Kedzie Ave To S Trumbull Ave
368,[170 -02] 39707,On W 45th St From S Trumbull Ave To S Drake Ave
369,[170 -02] 40123,On N Leamington Ave From W Ferdinand St To W Ohio St
370,[170 -02] 40124,On E 94th St From S Forest Ave To S Indiana Ave
371,[170 -02] 40125,On W Eddy St From N Lamon Ave To N Leclaire Ave
372,[170 -02] 40129,N Kenton Ave And W Fullerton Ave
373,[170 -02] 40132,On W 61st St From S Major Ave To S Mason Ave
374,[170 -02] 40145,On W 72nd St From S Emerald Ave To S Eggleston Ave
