,Project_#,Project_Title,Start_Date,End_Date
0,[170 -04] 3043,SHERIDAN- DEVON TO BIRCHWOOD,Jul-16,Oct-16
1,[170 -04] 3044,THORNDALE-SHERIDAN TO GLENWOOD,Mar-16,Nov-16
2,[170 -04] 37897,2015 Sewer Main Lining,Jan-15,Dec-15
3,[170 -04] 37898,2016 Sewer Main Lining,Jan-16,Dec-16
4,[170 -04] 38342,2017 Sewer Main Lining,Jan-17,Dec-17
5,[170 -04] 39029,2018 - Sewer Main Lining,Jan-18,Dec-18
6,[170 -04] 39743,2019 Sewer Main Lining,Jan-19,Dec-19
