,Project_#,Project_Location
396,[170 -02] 39560,On S Avenue E From E 104th St To E 105th St
397,[170 -02] 39561,On E 96th St From S Houston Ave To S Marquette Ave
398,[170 -02] 39562,On S Peoria St From W 128th Pl To W Vermont St
399,[170 -02] 39562,On W 128th Pl From S Halsted St To S Emerald Ave
400,[170 -02] 39562,On W Vermont St From S Sangamon St To S Morgan St
401,[170 -02] 39562,On W 128th Pl From S Emerald Ave To S Lowe Ave
402,[170 -02] 39562,On W 128th Pl From S Lowe Ave To S Wallace St
403,[170 -02] 39563,On S Homan Ave From W 53rd Pl To W 54th Pl
404,[170 -02] 39563,On W 54th St From S Homan Ave To S St Louis Ave
405,[170 -02] 39564,On E 80th St From S Eberhart Ave To S Rhodes Ave
406,[170 -02] 39564,On E 80th St From S Rhodes Ave To S St Lawrence Ave
407,[170 -02] 39564,On E 81st St From S Vernon Ave To S Evans Ave
408,[170 -02] 39564,On E 80th St From S Evans Ave To S Champlain Ave
409,[170 -02] 39564,On E 80th St From S Vernon Ave To S Eberhart Ave
410,[170 -02] 39565,On S Honore St From W 88th St To W 87th St
411,[170 -02] 39565,S Wood St And W 88th St
412,[170 -02] 39565,S Winchester Ave And W 88th St
413,[170 -02] 39566,On W 43rd St From S Drake Ave To S Kedzie Ave
414,[170 -02] 39567,On N Northwest Hwy From N Oshkosh Ave To N Ozark Ave
415,[170 -02] 39567,On N Ozark Ave From N Northwest Hwy To N Olmsted Ave
416,[170 -02] 39567,On N Olympia Ave From N Oketo Ave To N Northwest Hwy
417,[170 -02] 39567,On W Pratt Ave From N Oliphant Ave To N Oriole Ave
418,[170 -02] 39568,On S Normal Ave From W 35th St To W Pershing Rd
419,[170 -02] 39568,On W 37th St From S Parnell Ave To S Normal Ave
420,[170 -02] 39569,On S Central Park Ave From W 86th St To W 87th St
421,[170 -02] 39569,On W 86th Pl From S Lawndale Ave To S Central Park Ave
422,[170 -02] 39569,On S Lawndale Ave From W 86th St To W 85th St
423,[170 -02] 39575,W Lawrence Ave And N Cicero Ave
